5000	10000	15000	20000	25000	30000	35000	40000	45000	50000	
5000	10000	15000	20000	25000	30000	35000	40000	45000	50000	
300	300	300	300	300	300	300	300	300	300	
1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	
256	256	256	256	256	256	256	256	256	256	
14150	14150	14150	14150	14150	14150	14150	14150	14150	14150	
11422	8882	6968	5615	4612	3861	3313	2899	2577	2319	
0.80721	0.6277	0.49244	0.39682	0.32594	0.27286	0.23413	0.20488	0.18212	0.16389	
1.2388	1.5931	2.0307	2.52	3.0681	3.6649	4.2711	4.881	5.4909	6.1018	
115966975	115966975	115966975	115966975	115966975	115966975	115966975	115966975	115966975	115966975	
115955000	115950000	115950000	115940000	115925000	115920000	115920000	115920000	115920000	115900000	
122.0175	122.0175	122.0175	122.0175	122.0175	122.0175	122.0175	122.0175	122.0175	122.0175	
98.5037	76.602	60.0949	48.4302	39.7843	33.3075	28.5801	25.0086	22.2308	20.0086	
0.80729	0.6278	0.49251	0.39691	0.32605	0.27297	0.23423	0.20496	0.18219	0.16398	
69.3893	69.3893	69.3893	69.3893	69.3893	69.3893	69.3893	69.3893	69.3893	69.3893	
81.4847	99.1163	120.6316	144.5676	170.9087	199.5286	228.4353	257.5174	286.5708	315.6451	
67733.6975	67733.6975	67733.6975	67733.6975	67733.6975	67733.6975	67733.6975	67733.6975	67733.6975	67733.6975	
64212.3582	60740.0431	57994.7219	56011.5232	54395.9284	53166.3216	52229.5376	51521.256	50965.7005	50525.0043	
79447.3772	79447.3772	79447.3772	79447.3772	79447.3772	79447.3772	79447.3772	79447.3772	79447.3772	79447.3772	
73668.7163	68093.8335	63763.8292	60660.8246	58215.2254	56363.8371	54973.2229	53922.0842	53099.862	52445.8326	
0.94801	0.89675	0.85622	0.82694	0.80309	0.78493	0.7711	0.76064	0.75244	0.74594	
2497.4661	5061.777	7497.1127	10054.7099	12456.562	15015.5727	17672.1098	19883.6852	22410.1869	25209.2122	
1429.8395	2872.5584	4332.6303	5781.0624	7235.3104	8650.0104	10184.7692	11563.8799	12983.5987	14298.3014	
5000	10000	15000	20000	25000	30000	35000	40000	45000	50000	
4724	9453	14254	19035	24062	28539	33271	38063	42733	46997	
4941	9880	14836	19760	24781	29645	34641	39557	44489	49356	
4972	9939	14910.75	19863.25	24895.25	29791	34803.5	39735	44750.25	49706.75	
4995	9986	14979.1	19970.7	24982.35	29957.4	34957.7	39964.05	44947	49938.35	
5000	10000	15000	20000	25000	30000	35000	40000	45000	50000	
0.50752	0.23403	0.098692	0.031561	0.005605	0.0010348	0	0	0	0	
0.38597	0.41719	0.30254	0.16884	0.068554	0.015263	0.0027163	0	0	0	
0.095717	0.25507	0.3354	0.32147	0.22248	0.10374	0.029276	0.0096579	0.00038804	0	
0.010477	0.082092	0.20333	0.30871	0.35872	0.28819	0.14396	0.053119	0.010089	0	
0.00030181	0.011296	0.053291	0.14452	0.26214	0.38545	0.38632	0.25352	0.10594	0.0030181	
0	0.00025869	0.0067261	0.024835	0.082351	0.20618	0.39507	0.44771	0.40744	0.25913	
0	0	0	0	0	0	0.04165	0.20489	0.34885	0.43547	
0	0	0	0	0	0	0.00090543	0.028629	0.11292	0.24619	
0	0	0	0	0	0	0	0.0024145	0.014358	0.049152	
0	0	0	0	0	0	0	0	0	0.0060362	
0	0	0	0	0	0	0	0	0	0.00086231	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
